"","0.87","X2","14","X4","X5","X6","X7","15","X9","X10","X11","X12","16","X14","X15","X16","X17","X18","X19","17","X21","X22","X23","X24","X25","X26","18","X28","X29","X30","X31","19","X33","X34","X35","X36","20","X38","X39","X40","X41","21","X43","X44","X45","X46","22","X48","X49","X50","X51","23","X53","X54","X55","X56","X57","X58","X59","X60"
"1","Transit Attribute Totals
(sorted by winner below)",NA,"KMs of dedicated public transportation","raw data","Difference","Raw score","Weighted score","HRs/week dedicated transit","raw data","Difference","Raw score","Weighted Score","Public bike rentals","raw data","population","per 1000","difference","raw score","weighted score","KMs bike paths","raw data","Area","Area balanced data","difference","raw score","weighted score","Commute time by transit","raw data","difference","raw score","weighted score","Commute time by foot","raw data","difference","raw score","weighted score","Commute time to airport","raw data","difference","raw score","weighted score","Real time transit app","raw data","difference","raw score","weighted score","Density","raw data","difference","raw score","weighted score","Standing rate for a taxi","raw data","exchange rate","value in USD","minimum wage","tied to wage","difference","raw score","weighted score"
"83","Chicago","46.286726097732092","Paris","214","3539","5.7021049826805239","4.9608313349320561","Hong Kong","133","35","79.166666666666671","68.875","Santiago","2100","6434576","0.32636183021227816","7.0486138938259639","4.4252597218526972","3.8499759580118464","Boston","10","48","0.20833333333333334","3.2708351454002491","5.9880208333333371","5.2095781250000028","Warsaw","64","64","66.137566137566139","57.539682539682538","Cairo","197","152","82.222222222222229","71.533333333333331","Mexico City","40","25","81.481481481481481","70.888888888888886","Montreal","1","0","100","87","Quito","7169.9","19980.25","25.350703461808479","22.055112011773378","Chicago","3.25","1","3.25","8.25","0.39393939393939392","0.39393939393939392","98.419231686948223","85.624731567644957"
"84","Rio De Janeiro","46.262303314402111","Hong Kong","210.9","3542.1","5.6195043964828244","4.8889688249400569","Moscow","133","35","79.166666666666671","68.875","Toronto","800","2615060","0.30592032305186112","7.0690554009863806","4.1480858310453073","3.6088346730094174","Rio De Janeiro","250","1200","0.20833333333333334","3.2708351454002491","5.9880208333333371","5.2095781250000028","Hong Kong","66","66","65.07936507936509","56.619047619047628","Amsterdam","198","153","82.10526315789474","71.431578947368422","San Francisco","40","25","81.481481481481481","70.888888888888886","Moscow","1","0","100","87","Karachi","6662.89","20487.260000000002","23.456435880680672","20.407099216192186","Washington","3.25","1","3.25","8.25","0.39393939393939392","0.39393939393939392","98.419231686948223","85.624731567644957"
"85","Rome","46.178124296116316","Jakarta","200","3553","5.329070077271524","4.636290967226226","Osaka","133","35","79.166666666666671","68.875","Moscow","2500","11503501","0.21732514301515685","7.157650581023085","2.9467913000282948","2.5637084310246165","Rome","258","1287.4000000000001","0.20040391486717413","3.2787645638664085","5.7601095230697581","5.0112952850706893","Chicago","68","68","64.021164021164026","55.698412698412703","San Francisco","203","158","81.520467836257311","70.92280701754386","Seoul","40","25","81.481481481481481","70.888888888888886","Mumbai","1","0","100","87","Hong Kong","6405.43","20744.72","22.494525599942307","19.570237271949807","Berlin","3.4","1.3277000000000001","4.5141800000000005","11.29","0.39983879539415418","0.39983879539415418","98.395559043315401","85.604136367684404"
"86","Miami","46.042844226733564","New Delhi","190","3563","5.0626165734079507","4.4044764188649168","Tokyo","133","35","79.166666666666671","68.875","Dubai","364","2213845","0.16441982162256163","7.2105559024156802","2.229428648648252","1.9396029243239792","Toronto","117","630.21","0.18565240158042556","3.2935160771531571","5.336114152425381","4.6424193126100812","Bogota","69","69","63.492063492063494","55.238095238095241","Dar Es Salaam","210","165","80.701754385964918","70.21052631578948","Istanbul","n/a",NA,NA,"68.403174603174605","Nairobi","1","0","100","87","Tokyo","6034.78","21115.370000000003","21.109720016334464","18.365456414210982","Amsterdam","2.83","1.3277000000000001","3.7573910000000006","9.2799999999999994","0.40489127155172422","0.40489127155172422","98.375284873391777","85.58649783985085"
"87","Tehran","44.794019160407331","Washington","188","3565","5.0093258726352303","4.3581135091926502","Montreal","132.5","35.5","78.86904761904762","68.616071428571431","Sao Paulo","1500","11895893","0.12609393847103367","7.2488817855672085","1.709753946172853","1.487485933170382","Nairobi","100","696","0.14367816091954022","3.3354903178140423","4.129669540229898","3.5928125000000111","Moscow","69","69","63.492063492063494","55.238095238095241","Paris","219","174","79.649122807017548","69.294736842105266","Vancouver","44","29","78.518518518518519","68.311111111111117","New York City","1","0","100","87","Mexico City","5920.45","21229.7","20.682565497586637","17.993831982900375","Madrid","2","1.3277000000000001","2.6554000000000002","6.24","0.42554487179487183","0.42554487179487183","98.292407767631119","85.514394757839071"
"88","Moscow","44.342493888206818","Los Angeles","182","3571","4.8494537703170835","4.2190247801758627","Singapore","132.5","35.5","78.86904761904762","68.616071428571431","Rio De Janeiro","600","6453682","9.2970183532439313E-2","7.2820055405058026","1.260616807583645","1.0967366225977713","Quito","49.64","372.39","0.13330110905233761","3.3458673696812449","3.8314071269368242","3.3333242004350372","Miami","71","71","62.433862433862437","54.317460317460323","Johannesburg","220","175","79.532163742690059","69.192982456140356","Osaka","45","30","77.777777777777771","67.666666666666657","Osaka","1","0","100","87","Shanghai","5727.89","21422.260000000002","19.96313162957226","17.367924517727864","Toronto","4.5","0.97109999999999996","4.3699500000000002","9.9499999999999993","0.43919095477386938","0.43919095477386938","98.237649863490688","85.466755381236894"
"89","Montreal","43.461567839891664","Singapore","182","3571","4.8494537703170835","4.2190247801758627","Bogota","131","37","77.976190476190482","67.839285714285722","Bangkok","500","8280925","6.0379728110084324E-2","7.3145959959281575","0.81871087267828102","0.71227845923010447","Los Angeles","130","1302","9.9846390168970817E-2","3.3793220885646118","2.8698348694316422","2.4967563364055287","Istanbul","72","72","61.904761904761905","53.857142857142854","Santiago","233","188","78.011695906432749","67.87017543859649","Tokyo","50","35","74.074074074074076","64.444444444444443","Paris","1","0","100","87","Rio De Janeiro","5378.07","21772.080000000002","18.656150139601394","16.230850621453211","Jakarta","7000","1E-4","0.70000000000000007","1.47","0.47619047619047622","0.47619047619047622","98.089181160047303","85.337587609241154"
"90","Sao Paulo","43.098660801375196","Dallas","178.95","3574.05","4.7681854516386863","4.1483213429256569","Quito","131","37","77.976190476190482","67.839285714285722","Seoul","570","10117909","5.6335750795940151E-2","7.318639973242302","0.76387710148411259","0.66457307829117795","Mexico City","128","1495","8.5618729096989962E-2","3.3935497496365925","2.460896321070237","2.1409797993311064","Rio De Janeiro","72","72","61.904761904761905","53.857142857142854","Berlin","243","198","76.84210526315789","66.852631578947367","Madrid","53","38","71.851851851851848","62.511111111111106","Rio De Janeiro","1","0","100","87","Bangkok","5281.2","21868.95","18.294228874569455","15.915979120875425","London","2.4","1.5636000000000001","3.75264","7.85","0.47804331210191087","0.47804331210191087","98.081746249136785","85.331119236749004"
"91","Manila","42.218275137880426","San Francisco","175.5","3577.5","4.6762589928057565","4.0683453237410081","Rio De Janeiro","130","38","77.38095238095238","67.321428571428569","Lima","500","9752000","5.1271534044298607E-2","7.3237041899939435","0.6952095296691283","0.60483229081214163","Sao Paulo","120","1522","7.8843626806833114E-2","3.4003248519267495","2.2661629434954023","1.9715617608409999","Santiago","72","72","61.904761904761905","53.857142857142854","Hong Kong","268","223","73.918128654970758","64.308771929824559","Montreal","54","39","71.111111111111114","61.866666666666667","Rome","1","0","100","87","Vancouver","5249.21","21900.940000000002","18.174709299175916","15.811997090283047","Tel Aviv","11.5","0.27729999999999999","3.1889499999999997","6.41","0.49749609984399373","0.49749609984399373","98.003687667191727","85.263208270456801"
"92","Istanbul","41.577646592398722","Casablanca","160","3593","4.2632560618172164","3.7090327737809781","Rome","130","38","77.38095238095238","67.321428571428569","Bogota","200","7776845","2.5717369961726126E-2","7.3492583540765155","0.3487112490133768","0.30337878664163781","Johannesburg","100","1645","6.0790273556231005E-2","3.4183782051773517","1.7472644376899638","1.5201200607902685","London","76","76","59.788359788359791","52.015873015873019","Bangkok","271","226","73.567251461988306","64.00350877192983","New Delhi","55","40","70.370370370370381","61.222222222222229","San Francisco","1","0","100","87","Madrid","5225.1400000000003","21925.010000000002","18.08478006567411","15.733758657136475","Rome","3","1.3277000000000001","3.9831000000000003","7.97","0.49976160602258474","0.49976160602258474","97.994596826226754","85.255299238817273"
"93","Dubai","41.534694665690992","Nairobi","160","3593","4.2632560618172164","3.7090327737809781","Seoul","129.5","38.5","77.083333333333329","67.0625","Osaka","60","2683487","2.2358968014378307E-2","7.3526167560238633","0.30317344559523463","0.2637608976678541","Moscow","150","2511","5.9737156511350059E-2","3.4194313222222323","1.7169952210274886","1.493785842293915","Nairobi","78","78","58.730158730158735","51.095238095238102","Montreal","285","240","71.929824561403507","62.578947368421048","Shanghai","58","43","68.148148148148152","59.288888888888891","Santiago","1","0","100","87","London","5199.71","21950.440000000002","17.989769662352529","15.651099606246701","Dubai","3","0.27229999999999999","0.81689999999999996","1.56","0.52365384615384614","0.52365384615384614","97.898723966826637","85.17188985113917"
"94","Warsaw","41.390621611415","Toronto","150.30000000000001","3602.7","4.0047961630695568","3.4841726618705144","New Delhi","127.75","40.25","76.041666666666671","66.15625","Tokyo","200","13202041","1.514917276805912E-2","7.3598265512701824","0.20541318825880239","0.17870947378515809","Tokyo","126","2187.66","5.7595787279558983E-2","3.4215726914540237","1.6554469158827203","1.4402388168179667","Quito","79","79","58.201058201058203","50.634920634920633","Detroit","287","242","71.695906432748544","62.375438596491236","Singapore","58","43","68.148148148148152","59.288888888888891","Sao Paulo","1","0","100","87","Boston","5150.83","21999.32","17.807146441182283","15.492217403828587","Cairo","3.5","0.14630000000000001","0.51205000000000001","0.91","0.56269230769230771","0.56269230769230771","97.742073568466665","85.035604004565997"
"95","Hong Kong","41.138272478528506","Johannesburg","122","3631","3.2507327471356291","2.8281374900079972","Bangkok","126","42","75","65.25","Dallas","15","1258000","1.192368839427663E-2","7.3630520356439648","0.1616776629570893","0.14065956677266769","Lima","150","2819.3","5.320469620118469E-2","3.4259637825323979","1.5292359805625608","1.3304353030894278","New York City","80","80","57.671957671957671","50.17460317460317","Rome","300","255","70.175438596491233","61.05263157894737","Bangkok","59","44","67.407407407407419","58.644444444444453","Seoul","1","0","100","87","Detroit","4963.6099999999997","22186.54","17.107663637019158","14.883667364206667","Seoul","3000","8.9999999999999998E-4","2.6999999999999997","4.46","0.60538116591928248","0.60538116591928248","97.570775151898701","84.886574382151863"
"96","Toronto","40.305344951395121","Mumbai","116.4","3636.6","3.1015187849720292","2.6983213429256652","Caracas","126","42","75","65.25","Hong Kong","50","7071600","7.0705356637818881E-3","7.3679051883744604","9.5871985594968123E-2","8.3408627467622273E-2","Madrid","30","605.77","4.9523746636512211E-2","3.4296447320970702","1.4234362876999569","1.2383895702989625","Detroit","81","81","57.142857142857146","49.714285714285715","Mumbai","311","266","68.888888888888886","59.93333333333333","Tel Aviv","59","44","67.407407407407419","58.644444444444453","Shanghai","1","0","100","87","Amsterdam","4960.74","22189.410000000003","17.096940874237674","14.874338560586777","Hong Kong","19","0.12889999999999999","2.4490999999999996","3.87","0.6328423772609818","0.6328423772609818","97.46058101189945","84.790705480352514"
"97","Beirut","39.700037400683456","Bogota","113","3640","3.0109245936584159","2.6195043964828217","Istanbul","126","42","75","65.25","Istanbul","100","14377018","6.9555453015361047E-3","7.3680201787367059","9.4312789110148287E-2","8.2052126525829008E-2","Mumbai","13","458.28","2.8366937243606529E-2","3.4508015414899762","0.81533669372436179","0.70934292354019479","San Francisco","81","81","57.142857142857146","49.714285714285715","Rio De Janeiro","314","269","68.538011695906434","59.628070175438594","Paris","60","45","66.666666666666671","58.000000000000007","Singapore","1","0","100","87","San Francisco","4741.13","22409.02","16.276444032969323","14.160506308683312","Buenos Aires","12","0.1832","2.1983999999999999","3.44","0.6390697674418605","0.6390697674418605","97.435592241488592","84.768965250095079"
"98","Lima","39.523806163628421","Santiago","103","3650","2.7444710897948283","2.3876898481215005","Manila","126","42","75","65.25","New Delhi","80","16787941","4.7653253010598497E-3","7.3702103987371821","6.4614793043020313E-2","5.6214869947427672E-2","Dubai","104","4114","2.5279533300923675E-2","3.4538889454326589","0.7265969859018071","0.63213937773457218","Shanghai","81","81","57.142857142857146","49.714285714285715","New Delhi","327","282","67.017543859649123","58.305263157894736","Johannesburg","62","47","65.18518518518519","56.711111111111116","Sydney","1","0","100","87","Moscow","4581.24","22568.910000000003","15.679070325258365","13.640791182974779","Singapore","3.4","0.79949999999999999","2.7182999999999997","4","0.67957499999999993","0.67957499999999993","97.273056102362204","84.627558809055117"
"99","Dallas","38.535871397600239","Lima","95.31","3657.69","2.5395683453237439","2.2094244604316571","Shanghai","126","42","75","65.25","Caracas","1","2906376","3.4407110435814224E-4","7.3746316529338838","4.6653862633974086E-3","4.0588860491557457E-3","Miami","88","4916","1.7900732302685109E-2","3.4612677464308974","0.51451179820993787","0.44762526444264594","Sao Paulo","83","83","56.084656084656089","48.793650793650798","Lagos","331","286","66.549707602339183","57.898245614035091","Chicago","71","56","58.518518518518519","50.911111111111111","Tehran","1","0","100","87","Nairobi","4509.1499999999996","22641","15.409730963266512","13.406465938041865","Istanbul","3.2","0.52529999999999999","1.68096","2.4700000000000002","0.68055060728744932","0.68055060728744932","97.26914126391317","84.624152899604454"
"100","Jakarta","38.444476864690401","Dubai","86.87","3666.13","2.3146815880628822","2.0137729816147076","Santiago","125","43","74.404761904761898","64.732142857142847","Accra","0","2269000","0","7.3749757240382419","0","0","Sydney","200","12367","1.6172070833670251E-2","3.4629964078999125","0.46482574593676418","0.40439839896498481","Caracas","90","90","52.380952380952387","45.571428571428577","New York City","341","296","65.380116959064338","56.880701754385974","Sao Paulo","75","60","55.555555555555557","48.333333333333336","Tel Aviv","1","0","100","87","Chicago","4486.4399999999996","22663.710000000003","15.324882899584495","13.33264812263851","New Delhi","25","1.7100000000000001E-2","0.42749999999999999","0.62","0.68951612903225801","0.68951612903225801","97.233165139407205","84.592853671284274"
"101","Sydney","38.314966009373613","Cairo","77.900000000000006","3675.1","2.0756727950972618","1.8058353317346176","Buenos Aires","119","49","70.833333333333329","61.624999999999993","Beirut","0","1900000","0","7.3749757240382419","0","0","Istanbul","83.3","5196","1.6031562740569667E-2","3.463136915993013","0.46078719207082486","0.40088485710161764","Bangkok","92","92","51.322751322751323","44.650793650793652","Sao Paulo","344","299","65.029239766081872","56.575438596491232","Moscow","76","61","54.814814814814817","47.68888888888889","Tokyo","1","0","100","87","Toronto","4149.51","23000.639999999999","14.066060438273325","12.237472581297792","Shanghai","13","0.1615","2.0994999999999999","2.75","0.76345454545454539","0.76345454545454539","96.936471009305649","84.33472977809592"
"102","Detroit","38.082038477139157","Bangkok","72.45","3680.55","1.9304556354916116","1.679496402877702","Casablanca","119","49","70.833333333333329","61.624999999999993","Cairo","0","10230350","0","7.3749757240382419","0","0","Bangkok","23.5","1568","1.4987244897959183E-2","3.4641812338356233","0.43077088647959272","0.37477067123724567","Toronto","94","94","50.264550264550266","43.730158730158735","Nairobi","356","311","63.62573099415205","55.354385964912282","Manila","80","65","51.851851851851855","45.111111111111114","Toronto","1","0","100","87","Berlin","3836.13","23314.02","12.895224410238711","11.218845236907679","Tokyo","730","1.0200000000000001E-2","7.4460000000000006","9.1","0.81824175824175838","0.81824175824175838","96.716625288702815","84.143464001171452"
"103","Quito","37.797206357532147","Montreal","71","3682","1.8918198774313879","1.6458832933653074","Jakarta","119","49","70.833333333333329","61.624999999999993","Casablanca","0","4055807","0","7.3749757240382419","0","0","New Delhi","14.5","1484","9.7708894878706203E-3","3.4693975892457121","0.28083979110512303","0.24433061826145702","Dallas","99","99","47.61904761904762","41.428571428571431","Quito","360","315","63.15789473684211","54.947368421052637","Toronto","80","65","51.851851851851855","45.111111111111114","Vancouver","1","0","100","87","Washington","3722.56","23427.59","12.470909368743108","10.849691150806503","Sao Paulo","4.0999999999999996","0.46410000000000001","1.9028099999999999","2.31","0.82372727272727264","0.82372727272727264","96.694613457408735","84.124313707945603"
"104","Los Angeles","36.57033660872488","Rio De Janeiro","71","3682","1.8918198774313879","1.6458832933653074","Tehran","119","49","70.833333333333329","61.624999999999993","Dar Es Salaam","0","4364541","0","7.3749757240382419","0","0","Casablanca","1.9","387","4.9095607235142115E-3","3.4742589180100683","0.14111304909560829","0.12276835271317921","New Delhi","100","100","47.089947089947096","40.968253968253975","Mexico City","361","316","63.040935672514621","54.845614035087721","Caracas","90","75","44.44444444444445","38.666666666666671","Washington","1","0","100","87","Dallas","3667.64","23482.510000000002","12.265719775726126","10.67117620488173","Osaka","680","1.0200000000000001E-2","6.9360000000000008","8.39","0.82669845053635282","0.82669845053635282","96.682690954086411","84.113941130055181"
"105","New Delhi","35.147073116157095","Karachi","50","3703","1.332267519317881","1.1590727418065565","Detroit","118.5","49.5","70.535714285714278","61.366071428571423","Detroit","0","713777","0","7.3749757240382419","0","0","Hong Kong","5","1104","4.528985507246377E-3","3.474639493226336","0.13017436594203957","0.11325169836957442","Montreal","111","111","41.269841269841272","35.904761904761905","Chicago","364","319","62.690058479532169","54.540350877192985","Tehran","90","75","44.44444444444445","38.666666666666671","Accra","0","1","0","0","Caracas","3553.46","23596.690000000002","11.839125680120176","10.300039341704553","Mumbai","21","1.7100000000000001E-2","0.35910000000000003","0.43","0.83511627906976749","0.83511627906976749","96.648912568844821","84.084553934894998"
"106","Caracas","35.056993197188923","Miami","50","3703","1.332267519317881","1.1590727418065565","London","118","50","70.238095238095241","61.107142857142861","Durban","0","3161844","0","7.3749757240382419","0","0","Caracas","3.1","817.9","3.7901944002934345E-3","3.475378284333289","0.10893966255044063","9.4777506418883342E-2","Los Angeles","123","123","34.920634920634924","30.380952380952383","Warsaw","371","326","61.87134502923977","53.828070175438597","Los Angeles","95","80","40.740740740740748","35.44444444444445","Bangkok","0","1","0","0","Lima","3459.01","23691.14","11.486245908444047","9.9930339403463204","Bangkok","35","3.2599999999999997E-2","1.1409999999999998","1.22","0.93524590163934407","0.93524590163934407","96.247120473433881","83.734994811887475"
"107","Tokyo","34.995684837938974","Tel Aviv","44.136000000000003","3708.864","1.1760191846522758","1.0231366906474799","Lagos","112","56","66.666666666666657","57.999999999999993","Jakarta","0","11374022","0","7.3749757240382419","0","0","Manila","1.75","638.54999999999995","2.7405841359329735E-3","3.4764278945976494","7.8771239527057446E-2","6.8530978388539984E-2","Dubai","125","125","33.862433862433861","29.460317460317459","Tehran","390","345","59.649122807017548","51.894736842105267","Washington","96","81","40","34.799999999999997","Beirut","0","1","0","0","Warsaw","3333.99","23816.160000000003","11.019151900450908","9.5866621533922896","Warsaw","8","0.31690000000000002","2.5352000000000001","2.66","0.95308270676691731","0.95308270676691731","96.175546376540993","83.672725347590656"
"108","Johannesburg","34.322100175400429","Manila","31","3722","0.82600586197709447","0.71862509992007217","Lima","112","56","66.666666666666657","57.999999999999993","Johannesburg","0","4434827","0","7.3749757240382419","0","0","Jakarta","1.5","664","2.2590361445783132E-3","3.4769094425890041","6.4930346385551729E-2","5.6489401355430006E-2","Sydney","132","132","30.158730158730165","26.238095238095244","London","404","359","58.011695906432749","50.470175438596492","Dallas","102","87","35.555555555555557","30.933333333333334","Cairo","0","1","0","0","Dar Es Salaam","3133.2","24016.95","10.268969482718234","8.9340034499648624","Rio De Janeiro","4.8","0.46410000000000001","2.2276799999999999","2.31","0.96436363636363631","0.96436363636363631","96.130279169649242","83.633342877594842"
"109","Bangkok","33.496626633327587","Sydney","28.39","3724.61","0.75646149746869185","0.65812150279776194","Johannesburg","111","57","66.071428571428569","57.482142857142854","Karachi","0","23500000","0","7.3749757240382419","0","0","Accra","0","173","0","3.4791684787335826","0","0","Tokyo","150","150","20.634920634920633","17.952380952380949","Seoul","232.2","187.2","78.10526315789474","48.740350877192988","Hong Kong","111","96","28.888888888888886","25.133333333333329","Casablanca","0","1","0","0","Los Angeles","2983.34","24166.81","9.7090694024282698","8.4468903801125954","Bogota","3600","5.0000000000000001E-4","1.8","1.72","1.0465116279069768","1.0465116279069768","95.80064231684814","83.346558815657886"
"110","Casablanca","32.74124845134471","Vancouver","27","3726","0.71942446043165376","0.62589928057553879","Tel Aviv","103.5","64.5","61.607142857142854","53.598214285714285","Lagos","0","13400000","0","7.3749757240382419","0","0","Beirut","0","100","0","3.4791684787335826","0","0","Lagos","156","156","17.460317460317469","15.190476190476199","Toronto","422","377","55.906432748538016","48.638596491228071","Lagos","121","106","21.481481481481481","18.68888888888889","Dar Es Salaam","0","1","0","0","Istanbul","2766.94","24383.210000000003","8.9005656163963351","7.7434920862648111","Mexico City","8.74","7.8399999999999997E-2","0.68521600000000005","0.56999999999999995","1.2021333333333335","1.2021333333333335","95.176176054916212","82.803273167777107"
"111","Dar Es Salaam","31.066010356772004","Lagos","22","3731","0.58619770849986708","0.5099920063948844","Mexico City","81.14","86.86","48.297619047619051","42.018928571428575","Los Angeles","0","3884307","0","7.3749757240382419","0","0","Cairo","0","528","0","3.4791684787335826","0","0","Jakarta","188","188","0.52910052910053196","0.46031746031746279","Istanbul","477","432","49.473684210526315","43.042105263157893","Jakarta","143","128","5.1851851851851904","4.5111111111111155","Durban","0","1","0","0","Johannesburg","2695.94","24454.210000000003","8.635298662568843","7.512709836434893","Johannesburg","32.5","0.1038","3.3734999999999999","1.38","2.4445652173913044","2.4445652173913044","90.190645326942828","78.465861434440257"
"112","Nairobi","30.037283749573373","Dar Es Salaam","20.9","3732.1","0.55688782307487372","0.48449240607514016","Nairobi","25","143","14.88095238095238","12.946428571428569","Manila","0","11855975","0","7.3749757240382419","0","0","Dar Es Salaam","0","1393","0","3.4791684787335826","0","0","Accra","N/A",NA,"0","0","Dubai","490","445","47.953216374269012","41.719298245614041","Accra","150","135","0","0","Johannesburg","0","1","0","0","Montreal","2475.2199999999998","24674.93","7.8106546900505123","6.7952695803439456","Lima","15","0.37619999999999998","5.6429999999999998","1.47","3.8387755102040817","3.8387755102040817","84.596070408781316","73.598581255639743"
"113","Cairo","29.260414881780083","Boston","10","3743","0.26645350386357336","0.23181454836130883","Accra","0","168","0","0","Mumbai","0","12442373","0","7.3749757240382419","0","0","Durban","0","2292","0","3.4791684787335826","0","0","Cairo","n/a",NA,"0","0","Dallas","540","495","42.10526315789474","36.631578947368425","Cairo","150","135","0","0","Lagos","0","1","0","0","Rome","2244.29","24905.86","6.9478645823409124","6.0446421866365938","Nairobi","300","1.18E-2","3.54","0.9","3.9333333333333331","3.9333333333333331","84.21663638199071","73.26847365233192"
"114","Lagos","25.788388775864508","Detroit","4.7","3748.3","0.12523314681587294","0.10895283772980946","Beirut","0","168","0","0","Nairobi","0","3138369","0","7.3749757240382419","0","0","Karachi","0","3527","0","3.4791684787335826","0","0","Casablanca","n/a",NA,"0","0","Karachi","572","527","38.362573099415208","33.375438596491229","Detroit","150","135","0","0","Manila","0","1","0","0","Durban","1379.51","25770.640000000003","3.716913084722151","3.2337143837082714","Dar Es Salaam","3000","5.9999999999999995E-4","1.7999999999999998","0.26","6.9230769230769225","6.9230769230769225","72.219633788380008","62.831081395890607"
"115","Karachi","22.794464266207047","Accra","0","3753","0","0","Dar Es Salaam","0","168","0","0","Rome","0","2889305","0","7.3749757240382419","0","0","Lagos","0","738","0","3.4791684787335826","0","0","Durban","n/a",NA,"0","0","Los Angeles","595","550","35.672514619883046","31.03508771929825","Durban","150","135","0","0","New Delhi","0","1","0","0","Dubai","538.12","26612.030000000002","0.57335023569528687","0.49881470505489955","Lagos","1200","6.3E-3","7.5600000000000005","0.71","10.647887323943664","10.647887323943664","57.273014221001347","49.827522372271169"
"116","Durban","16.25810828047609","Beirut","0","3753","0","0","Durban","0","168","0","0","Singapore","0","5312400","0","7.3749757240382419","0","0","Shanghai","0","3800","0","3.4791684787335826","0","0","Karachi","n/a",NA,"0","0","Sydney","696","651","23.859649122807028","20.757894736842115","Karachi","150","135","0","0","Quito","0","1","0","0","Miami","507.82","26642.33","0.46014476103370328","0.40032594209932187","Accra","15","0.48759999999999998","7.3140000000000001","0.37","19.767567567567568","19.767567567567568","20.678294890893312","17.990116555077183"
"117","Accra","13.58907849904393","Durban","0","3753","0","0","Karachi","0","168","0","0","Sydney","0","187561","0","7.3749757240382419","0","0","Singapore","0","718.3","0","3.4791684787335826","0","0","Lima","n/a",NA,"0","0","Tokyo","900","855","0","0","Nairobi","150","135","0","0","Warsaw","0","1","0","0","Sydney","384.66","26765.49","0","0","Caracas","80","0.1651","13.208","0.53","24.920754716981133","24.920754716981133","0","0"
