"","0.83299999999999996","X2","58","X4","X5","X6","X7","X8","X9","59","X11","X12","X13","X14","60","X16","X17","X18","X19"
"1","Public Space Attribute Totals
(sorted by winner below)",NA,"Total green space/public space","raw data","population","per 1000","difference","raw score","weighted score","Number of municipally maintained sports facilities/fields","raw data","difference","raw score","weighted score","Number of public libraries","raw data","difference","raw score","weighted score"
"109","Cairo","1.08636175520005","Manila","10.64","11855975","8.9743778980640567E-4","1.8027956105167178","4.9753143558177726E-2","4.1444368583962041E-2","Nairobi","23","15247","0.13100150651732179","0.10912425492892905","Lagos","12","476","2.0576131687242736","1.7139917695473199"
"110","Dar Es Salaam","0.8139707063402869","Beirut","1.52","1900000","7.9999999999999993E-4","1.8028930483065242","4.4351016391075859E-2","3.6944396653766191E-2","Singapore","21","15249","0.11790135586558392","9.8211829436031406E-2","Casablanca","11","477","1.8518518518518476","1.542592592592589"
"111","Istanbul","0.78456073119326453","Karachi","17","23500000","7.2340425531914894E-4","1.8029696440512049","4.0104409873777058E-2","3.3406973424856289E-2","Tehran","19","15251","0.10480120521386027","8.7299403943145601E-2","Manila","11","477","1.8518518518518476","1.542592592592589"
"112","Accra","0.62697048773262465","Cairo","5.68","10230350","5.5521072104082459E-4","1.8031378375854832","3.0779456355631396E-2","2.5639287144240953E-2","Boston","15","15255","7.8600903910384545E-2","6.5474552957350329E-2","Bangkok","10","478","1.6460905349794217","1.3711934156378582"
"113","Caracas","0.5878665582493463","Rome","1.286","2889305","4.4508973611300987E-4","1.8032479585704111","2.4674149928543443E-2","2.0553566890476688E-2","Beirut","7","15263","2.6200301303461515E-2","2.1824850985783441E-2","Accra","9","479","1.4403292181069958","1.1997942386831275"
"114","Dubai","0.58242658972724703","Lagos","3.88","13400000","2.8955223880597011E-4","1.8034034960677181","1.6050869973469162E-2","1.3370374687899811E-2","Casablanca","7","15263","2.6200301303461515E-2","2.1824850985783441E-2","Caracas","8","480","1.2345679012345698","1.0283950617283966"
"115","Lagos","0.57578738141173991","Lima","2.4077305299999998","9752000","2.468960756767842E-4","1.8034461522308474","1.368593519669048E-2","1.140038401884317E-2","Mumbai","7","15263","2.6200301303461515E-2","2.1824850985783441E-2","Jakarta","8","480","1.2345679012345698","1.0283950617283966"
"116","Casablanca","0.53589519977626054","Tel Aviv","0.2","1331300","1.5022909937654924E-4","1.8035428192071477","8.3265433234771535E-3","6.9360105884564687E-3","Montreal","6","15264","1.9650225977585478E-2","1.6368638239328704E-2","Dubai","7","481","1.0288065843621297","0.85699588477365396"
"117","Nairobi","0.21933820596108064","Accra","n/a","2269000","na","na","na","0","Dar Es Salaam","3","15267","0","0","Beirut","4","484","0.41152263374485187","0.34279835390946162"
"118","Beirut","0.13385586718300377","Istanbul","6.3000000000000003E-4","14377018","4.3819935399677453E-8","1.8036930044865886","0","0","Lagos","3","15267","0","0","Nairobi","2","486","0","0"
